id,file_name,frame_num,seq_id,width,height,corrupt,location,seq_num_frames,datetime,full_path,annotation_id,category_id,season,subject_id,count,standing,resting,moving,interacting,young_present,species_name
S5/I01/I01_R1/S5_I01_R1_IMAG0165,S5/I01/I01_R1/S5_I01_R1_IMAG0165.JPG,3,SER_S5#I01#1#74,2048,1536,False,I01,3,2012-06-26 06:42:14,../data/serengeti/images/S5_I01_R1_IMAG0165.JPG,214ce377-91f8-11e9-8d20-000d3a198845,15,S5,ASG000q08n,1,0.8,0.0,0.0,0.0,0.0,buffalo
S6/B09/B09_R2/S6_B09_R2_IMAG0041,S6/B09/B09_R2/S6_B09_R2_IMAG0041.JPG,3,SER_S6#B09#2#14,2560,1920,False,B09,3,2013-02-14 10:50:50,../data/serengeti/images/S6_B09_R2_IMAG0041.JPG,24d4fa47-91f8-11e9-b644-000d3a198845,15,S6,ASG000y42h,4,0.76,0.04,0.24,0.0,0.0,buffalo
S5/D10/D10_R1/S5_D10_R1_IMAG1352,S5/D10/D10_R1/S5_D10_R1_IMAG1352.JPG,1,SER_S5#D10#1#462,2560,1920,False,D10,3,2012-06-01 12:24:13,../data/serengeti/images/S5_D10_R1_IMAG1352.JPG,1fdc8c57-91f8-11e9-a794-000d3a198845,15,S5,ASG000o714,1,0.1,0.0,0.9,0.0,0.0,buffalo
S5/J03/J03_R1/S5_J03_R1_IMAG0456,S5/J03/J03_R1/S5_J03_R1_IMAG0456.JPG,1,SER_S5#J03#1#163,2048,1536,False,J03,3,2012-05-16 07:30:36,../data/serengeti/images/S5_J03_R1_IMAG0456.JPG,21b4a74c-91f8-11e9-96bb-000d3a198845,15,S5,ASG000qie2,1,0.2,0.0,0.9,0.0,0.0,buffalo
S4/B10/B10_R1/S4_B10_R1_IMAG0115,S4/B10/B10_R1/S4_B10_R1_IMAG0115.JPG,1,SER_S4#B10#1#57,2048,1536,False,B10,1,2012-02-26 03:37:45,../data/serengeti/images/S4_B10_R1_IMAG0115.JPG,1b10375d-91f8-11e9-b5d1-000d3a198845,15,S4,ASG000bqxy,1,0.59,0.0,0.41,0.0,0.0,buffalo
S5/R06/R06_R3/S5_R06_R3_IMAG1233,S5/R06/R06_R3/S5_R06_R3_IMAG1233.JPG,2,SER_S5#R06#3#448,2048,1536,False,R06,3,2012-12-11 14:13:36,../data/serengeti/images/S5_R06_R3_IMAG1233.JPG,240f4a13-91f8-11e9-a427-000d3a198845,15,S5,ASG000t7wx,1,0.2,0.0,0.4,0.0,0.0,buffalo
S2/E06/E06_R2/S2_E06_R2_IMAG0348,S2/E06/E06_R2/S2_E06_R2_IMAG0348.JPG,1,SER_S2#E06#2#140,2048,1536,False,E06,3,2011-04-15 15:06:31,../data/serengeti/images/S2_E06_R2_IMAG0348.JPG,14a9443b-91f8-11e9-94c2-000d3a198845,11,S2,ASG0004g52,2,0.8,0.0,0.2,0.5,1.0,elephant
S5/M09/M09_R1/S5_M09_R1_IMAG0900,S5/M09/M09_R1/S5_M09_R1_IMAG0900.JPG,3,SER_S5#M09#1#335,2048,1536,False,M09,3,2012-06-14 12:52:36,../data/serengeti/images/S5_M09_R1_IMAG0900.JPG,2274ea66-91f8-11e9-b34b-000d3a198845,11,S5,ASG000rf5q,1,1.0,0.0,0.1,0.0,0.0,elephant
S5/I08/I08_R1/S5_I08_R1_IMAG0578,S5/I08/I08_R1/S5_I08_R1_IMAG0578.JPG,2,SER_S5#I08#1#208,2048,1536,False,I08,3,2012-07-20 08:18:35,../data/serengeti/images/S5_I08_R1_IMAG0578.JPG,2175f102-91f8-11e9-a8c0-000d3a198845,11,S5,ASG000q7ar,1,0.4,0.0,0.7,0.0,0.0,elephant
S6/P07/P07_R1/S6_P07_R1_IMAG0179,S6/P07/P07_R1/S6_P07_R1_IMAG0179.JPG,2,SER_S6#P07#1#71,2048,1536,False,P07,3,2013-02-11 11:02:10,../data/serengeti/images/S6_P07_R1_IMAG0179.JPG,274b01c7-91f8-11e9-bdb7-000d3a198845,11,S6,ASG00111mp,2,0.6,0.0,0.8,0.0,0.07,elephant
S4/B07/B07_R2/S4_B07_R2_IMAG2002,S4/B07/B07_R2/S4_B07_R2_IMAG2002.JPG,2,SER_S4#B07#2#717,2048,1536,False,B07,3,2012-03-17 16:43:43,../data/serengeti/images/S4_B07_R2_IMAG2002.JPG,1b04edac-91f8-11e9-b3ba-000d3a198845,11,S4,ASG000c7j7,4,0.0,0.0,0.93,0.0,0.43,elephant
S2/G12/G12_R1/S2_G12_R1_IMAG0049,S2/G12/G12_R1/S2_G12_R1_IMAG0049.JPG,1,SER_S2#G12#1#23,2048,1536,False,G12,3,2011-03-12 10:19:55,../data/serengeti/images/S2_G12_R1_IMAG0049.JPG,15909707-91f8-11e9-9f66-000d3a198845,11,S2,ASG0005eod,3,0.83,0.08,0.0,0.08,0.0,elephant
S6/L04/L04_R1/S6_L04_R1_IMAG0605,S6/L04/L04_R1/S6_L04_R1_IMAG0605.JPG,2,SER_S6#L04#1#224,2560,1920,False,L04,3,2013-01-31 12:59:35,../data/serengeti/images/S6_L04_R1_IMAG0605.JPG,2698ca21-91f8-11e9-9891-000d3a198845,11,S6,ASG00106n4,3,0.89,0.19,0.07,0.07,0.04,elephant
S5/H03/H03_R1/S5_H03_R1_IMAG0779,S5/H03/H03_R1/S5_H03_R1_IMAG0779.JPG,1,SER_S5#H03#1#286,2048,1536,False,H03,3,2012-06-01 15:36:11,../data/serengeti/images/S5_H03_R1_IMAG0779.JPG,20fcf03a-91f8-11e9-97cf-000d3a198845,11,S5,ASG000pn2x,1,0.0,0.0,1.0,0.0,0.0,elephant
S3/J08/J08_R12/S3_J08_R12_IMAG0497,S3/J08/J08_R12/S3_J08_R12_IMAG0497.JPG,1,SER_S3#J08#12#496,2560,1920,False,J08,1,2011-12-28 15:27:35,../data/serengeti/images/S3_J08_R12_IMAG0497.JPG,19a05224-91f8-11e9-8dbe-000d3a198845,11,S3,ASG000a714,1,0.83,0.0,0.0,0.0,0.0,elephant
S5/I11/I11_R2/S5_I11_R2_IMAG0267,S5/I11/I11_R2/S5_I11_R2_IMAG0267.JPG,1,SER_S5#I11#2#119,2048,1536,False,I11,3,2012-08-08 16:58:46,../data/serengeti/images/S5_I11_R2_IMAG0267.JPG,218c368c-91f8-11e9-8dc4-000d3a198845,11,S5,ASG000qbes,1,0.1,0.0,1.0,0.0,0.0,elephant
S1/F12/F12_R1/S1_F12_R1_PICT0788,S1/F12/F12_R1/S1_F12_R1_PICT0788.JPG,1,SER_S1#F12#1#264,2048,1536,False,F12,3,2010-09-30 10:15:02,../data/serengeti/images/S1_F12_R1_PICT0788.JPG,11c8e0d4-91f8-11e9-923a-000d3a198845,11,S1,ASG0000uao,1,0.38,0.0,0.62,0.08,0.46,elephant
S6/I12/I12_R2/S6_I12_R2_IMAG0292,S6/I12/I12_R2/S6_I12_R2_IMAG0292.JPG,1,SER_S6#I12#2#122,2048,1536,False,I12,1,2013-02-14 21:34:15,../data/serengeti/images/S6_I12_R2_IMAG0292.JPG,263e25fd-91f8-11e9-8a46-000d3a198845,11,S6,ASG000zr05,1,1.0,0.0,0.0,0.0,0.0,elephant
S2/D12/D12_R3/S2_D12_R3_PICT0727,S2/D12/D12_R3/S2_D12_R3_PICT0727.JPG,3,SER_S2#D12#3#243,2048,1536,False,D12,3,2011-07-19 19:56:43,../data/serengeti/images/S2_D12_R3_PICT0727.JPG,14816fc2-91f8-11e9-a734-000d3a198845,11,S2,ASG00049qg,1,1.0,0.0,0.0,0.0,0.0,elephant
S2/I10/I10_R2/S2_I10_R2_IMAG0073,S2/I10/I10_R2/S2_I10_R2_IMAG0073.JPG,3,SER_S2#I10#2#27,2048,1536,False,I10,3,2011-03-13 11:09:36,../data/serengeti/images/S2_I10_R2_IMAG0073.JPG,161c0e3a-91f8-11e9-83cf-000d3a198845,11,S2,ASG0005w63,2,0.0,0.0,1.0,0.0,0.0,elephant
S5/B10/B10_R2/S5_B10_R2_IMAG0432,S5/B10/B10_R2/S5_B10_R2_IMAG0432.JPG,2,SER_S5#B10#2#146,2048,1536,False,B10,3,2012-08-29 14:39:49,../data/serengeti/images/S5_B10_R2_IMAG0432.JPG,1ef9cd21-91f8-11e9-a734-000d3a198845,11,S5,ASG000n94o,2,0.3,0.0,0.0,0.0,0.4,elephant
S4/I04/I04_R2/S4_I04_R2_IMAG0515,S4/I04/I04_R2/S4_I04_R2_IMAG0515.JPG,1,SER_S4#I04#2#193,2048,1536,False,I04,3,2012-05-22 08:43:19,../data/serengeti/images/S4_I04_R2_IMAG0515.JPG,1ca073ed-91f8-11e9-885b-000d3a198845,11,S4,ASG000bvde,1,0.12,0.0,0.85,0.0,0.0,elephant
S2/G10/G10_R2/S2_G10_R2_IMAG0061,S2/G10/G10_R2/S2_G10_R2_IMAG0061.JPG,1,SER_S2#G10#2#23,2048,1536,False,G10,3,2011-04-23 16:53:36,../data/serengeti/images/S2_G10_R2_IMAG0061.JPG,158153c5-91f8-11e9-a0ff-000d3a198845,11,S2,ASG0005cl6,1,0.77,0.0,0.38,0.0,0.0,elephant
S5/L10/L10_R2/S5_L10_R2_IMAG3154,S5/L10/L10_R2/S5_L10_R2_IMAG3154.JPG,2,SER_S5#L10#2#1397,2048,1536,False,L10,3,2012-10-22 11:57:24,../data/serengeti/images/S5_L10_R2_IMAG3154.JPG,22496c39-91f8-11e9-a635-000d3a198845,11,S5,ASG000r7td,3,0.8,0.0,0.0,0.5,0.4,elephant
S6/B03/B03_R2/S6_B03_R2_IMAG0420,S6/B03/B03_R2/S6_B03_R2_IMAG0420.JPG,2,SER_S6#B03#2#219,2048,1536,False,B03,3,2013-02-20 09:02:13,../data/serengeti/images/S6_B03_R2_IMAG0420.JPG,24b4a0f1-91f8-11e9-a96c-000d3a198845,11,S6,ASG000xzbo,2,0.91,0.03,0.45,0.0,0.15,elephant
S1/J13/J13_R1/S1_J13_R1_PICT0510,S1/J13/J13_R1/S1_J13_R1_PICT0510.JPG,2,SER_S1#J13#1#170,2048,1536,False,J13,3,2010-09-16 19:49:24,../data/serengeti/images/S1_J13_R1_PICT0510.JPG,1281f7a8-91f8-11e9-96f1-000d3a198845,11,S1,ASG0000urf,3,0.93,0.0,0.07,0.07,0.87,elephant
S2/E05/E05_R4/S2_E05_R4_IMAG0214,S2/E05/E05_R4/S2_E05_R4_IMAG0214.JPG,1,SER_S2#E05#4#94,2048,1536,False,E05,3,2011-07-03 18:42:26,../data/serengeti/images/S2_E05_R4_IMAG0214.JPG,14a74865-91f8-11e9-9f26-000d3a198845,11,S2,ASG0004el0,1,0.09,0.0,0.91,0.0,0.0,elephant
S1/I09/I09_R1/S1_I09_R1_PICT0874,S1/I09/I09_R1/S1_I09_R1_PICT0874.JPG,3,SER_S1#I09#1#294,2048,1536,False,I09,3,2010-10-05 15:03:44,../data/serengeti/images/S1_I09_R1_PICT0874.JPG,12547ee0-91f8-11e9-a4d9-000d3a198845,11,S1,ASG0001b4l,1,0.76,0.0,0.18,0.12,0.0,elephant
S3/F12/F12_R11/S3_F12_R11_IMAG0032,S3/F12/F12_R11/S3_F12_R11_IMAG0032.JPG,2,SER_S3#F12#11#20,2048,1536,False,F12,3,2011-09-16 14:18:45,../data/serengeti/images/S3_F12_R11_IMAG0032.JPG,18af3c9d-91f8-11e9-9156-000d3a198845,11,S3,ASG00080zk,1,0.07,0.0,0.93,0.0,0.2,elephant
S2/G01/G01_R1/S2_G01_R1_PICT0510,S2/G01/G01_R1/S2_G01_R1_PICT0510.JPG,2,SER_S2#G01#1#171,2048,1536,False,G01,3,2011-03-12 11:34:44,../data/serengeti/images/S2_G01_R1_PICT0510.JPG,152ec81f-91f8-11e9-b50c-000d3a198845,11,S2,ASG000511u,1,0.64,0.0,0.27,0.0,0.0,elephant
S3/L11/L11_R12/S3_L11_R12_IMAG0468,S3/L11/L11_R12/S3_L11_R12_IMAG0468.JPG,1,SER_S3#L11#12#202,2048,1536,False,L11,3,2011-12-20 15:29:49,../data/serengeti/images/S3_L11_R12_IMAG0468.JPG,1a21b838-91f8-11e9-9a03-000d3a198845,11,S3,ASG000akvl,2,0.79,0.0,0.0,0.21,0.0,elephant
S4/J11/J11_R1/S4_J11_R1_IMAG1304,S4/J11/J11_R1/S4_J11_R1_IMAG1304.JPG,3,SER_S4#J11#1#455,2048,1536,False,J11,3,2012-02-06 11:42:32,../data/serengeti/images/S4_J11_R1_IMAG1304.JPG,1d06135e-91f8-11e9-a777-000d3a198845,11,S4,ASG000f8c6,1,0.92,0.08,0.0,0.0,0.0,elephant
S6/F06/F06_R2/S6_F06_R2_IMAG0292,S6/F06/F06_R2/S6_F06_R2_IMAG0292.JPG,2,SER_S6#F06#2#139,2048,1536,False,F06,3,2013-03-24 13:31:37,../data/serengeti/images/S6_F06_R2_IMAG0292.JPG,25aff0dd-91f8-11e9-b832-000d3a198845,11,S6,ASG000z3wm,2,0.07,0.0,0.93,0.02,0.07,elephant
S1/J08/J08_R1/S1_J08_R1_PICT0380,S1/J08/J08_R1/S1_J08_R1_PICT0380.JPG,2,SER_S1#J08#1#126,2048,1536,False,J08,3,2010-10-02 17:18:12,../data/serengeti/images/S1_J08_R1_PICT0380.JPG,127378ca-91f8-11e9-9726-000d3a198845,11,S1,ASG0001f0g,1,0.0,0.0,1.0,0.0,0.0,elephant
S2/D04/D04_R4/S2_D04_R4_PICT1955,S2/D04/D04_R4/S2_D04_R4_PICT1955.JPG,1,SER_S2#D04#4#653,2048,1536,False,D04,3,2011-07-19 09:01:32,../data/serengeti/images/S2_D04_R4_PICT1955.JPG,145aadd0-91f8-11e9-8bfc-000d3a198845,11,S2,ASG00042hx,1,0.88,0.12,0.0,0.0,0.0,elephant
S6/J09/J09_R2/S6_J09_R2_IMAG0276,S6/J09/J09_R2/S6_J09_R2_IMAG0276.JPG,3,SER_S6#J09#2#94,2560,1920,False,J09,3,2013-02-15 12:53:26,../data/serengeti/images/S6_J09_R2_IMAG0276.JPG,265d2135-91f8-11e9-8752-000d3a198845,11,S6,ASG000zwhw,1,0.91,0.0,0.09,0.0,0.0,elephant
S5/K08/K08_R1/S5_K08_R1_IMAG0037,S5/K08/K08_R1/S5_K08_R1_IMAG0037.JPG,1,SER_S5#K08#1#26,2048,1536,False,K08,1,2012-06-06 20:54:54,../data/serengeti/images/S5_K08_R1_IMAG0037.JPG,21fa8a0f-91f8-11e9-923b-000d3a198845,11,S5,ASG000qujt,1,1.0,0.0,0.0,0.0,0.0,elephant
S5/P05/P05_R2/S5_P05_R2_IMAG0169,S5/P05/P05_R2/S5_P05_R2_IMAG0169.JPG,1,SER_S5#P05#2#59,2048,1536,False,P05,3,2012-10-10 10:49:06,../data/serengeti/images/S5_P05_R2_IMAG0169.JPG,237b84da-91f8-11e9-99ac-000d3a198845,11,S5,ASG000u127,1,0.9,0.0,0.0,0.0,0.0,elephant
S5/L01/L01_R2/S5_L01_R2_IMAG0181,S5/L01/L01_R2/S5_L01_R2_IMAG0181.JPG,1,SER_S5#L01#2#87,2048,1536,False,L01,3,2012-08-31 17:14:26,../data/serengeti/images/S5_L01_R2_IMAG0181.JPG,22193555-91f8-11e9-b63b-000d3a198845,11,S5,ASG000qzh9,1,0.09,0.0,1.0,0.0,0.0,elephant
S6/J09/J09_R2/S6_J09_R2_IMAG0237,S6/J09/J09_R2/S6_J09_R2_IMAG0237.JPG,3,SER_S6#J09#2#81,2560,1920,False,J09,3,2013-02-15 12:36:23,../data/serengeti/images/S6_J09_R2_IMAG0237.JPG,265d210e-91f8-11e9-ba41-000d3a198845,11,S6,ASG000zwhh,1,0.77,0.0,0.05,0.23,0.0,elephant
S4/D03/D03_R2/S4_D03_R2_IMAG0121,S4/D03/D03_R2/S4_D03_R2_IMAG0121.JPG,3,SER_S4#D03#2#71,2048,1536,False,D03,3,2012-03-23 09:23:44,../data/serengeti/images/S4_D03_R2_IMAG0121.JPG,1b7bef67-91f8-11e9-b4dd-000d3a198845,11,S4,ASG000ebo7,3,0.5,0.0,0.79,0.0,0.07,elephant
S5/H08/H08_R2/S5_H08_R2_IMAG0232,S5/H08/H08_R2/S5_H08_R2_IMAG0232.JPG,2,SER_S5#H08#2#79,2048,1536,False,H08,3,2012-08-16 15:10:50,../data/serengeti/images/S5_H08_R2_IMAG0232.JPG,2135654e-91f8-11e9-aad9-000d3a198845,11,S5,ASG000pwfi,1,0.0,0.0,1.0,0.0,0.0,elephant
S6/I12/I12_R2/S6_I12_R2_IMAG0322,S6/I12/I12_R2/S6_I12_R2_IMAG0322.JPG,1,SER_S6#I12#2#152,2048,1536,False,I12,1,2013-02-14 22:19:13,../data/serengeti/images/S6_I12_R2_IMAG0322.JPG,263e261b-91f8-11e9-99bd-000d3a198845,11,S6,ASG000zr0z,1,1.0,0.0,0.0,0.0,0.0,elephant
S6/J12/J12_R2/S6_J12_R2_IMAG0086,S6/J12/J12_R2/S6_J12_R2_IMAG0086.JPG,1,SER_S6#J12#2#38,2048,1536,False,J12,3,2013-02-15 14:29:59,../data/serengeti/images/S6_J12_R2_IMAG0086.JPG,2660a23a-91f8-11e9-b319-000d3a198845,11,S6,ASG000zx45,1,0.3,0.0,0.74,0.0,0.0,elephant
S2/F06/F06_R2/S2_F06_R2_PICT0017,S2/F06/F06_R2/S2_F06_R2_PICT0017.JPG,2,SER_S2#F06#2#6,2048,1536,False,F06,3,2011-03-03 11:03:30,../data/serengeti/images/S2_F06_R2_PICT0017.JPG,15054752-91f8-11e9-8f28-000d3a198845,11,S2,ASG0004u6c,2,0.58,0.08,0.0,0.0,0.0,elephant
S5/C13/C13_R2/S5_C13_R2_IMAG0076,S5/C13/C13_R2/S5_C13_R2_IMAG0076.JPG,1,SER_S5#C13#2#26,2048,1536,False,C13,3,2012-08-07 13:54:38,../data/serengeti/images/S5_C13_R2_IMAG0076.JPG,1f7e6669-91f8-11e9-b8ae-000d3a198845,11,S5,ASG000np2w,1,0.9,0.0,0.1,0.0,0.0,elephant
S5/H03/H03_R2/S5_H03_R2_IMAG0792,S5/H03/H03_R2/S5_H03_R2_IMAG0792.JPG,2,SER_S5#H03#2#361,2048,1536,False,H03,3,2012-09-16 10:55:30,../data/serengeti/images/S5_H03_R2_IMAG0792.JPG,20ffaf64-91f8-11e9-ae18-000d3a198845,11,S5,ASG000pnmy,2,0.5,0.0,0.3,0.0,0.0,elephant
S6/N06/N06_R1/S6_N06_R1_IMAG0086,S6/N06/N06_R1/S6_N06_R1_IMAG0086.JPG,1,SER_S6#N06#1#42,2048,1536,False,N06,1,2013-01-16 20:06:03,../data/serengeti/images/S6_N06_R1_IMAG0086.JPG,26f3e276-91f8-11e9-82dc-000d3a198845,11,S6,ASG0010mdj,1,0.23,0.0,0.8,0.0,0.5,elephant
S5/D10/D10_R1/S5_D10_R1_IMAG1317,S5/D10/D10_R1/S5_D10_R1_IMAG1317.JPG,2,SER_S5#D10#1#450,2560,1920,False,D10,3,2012-06-01 11:33:01,../data/serengeti/images/S5_D10_R1_IMAG1317.JPG,1fdc8c34-91f8-11e9-90ce-000d3a198845,11,S5,ASG000o70r,1,0.9,0.0,0.1,0.0,0.0,elephant
S4/B06/B06_R2/S4_B06_R2_IMAG1253,S4/B06/B06_R2/S4_B06_R2_IMAG1253.JPG,1,SER_S4#B06#2#571,2048,1536,False,B06,1,2012-05-16 04:36:37,../data/serengeti/images/S4_B06_R2_IMAG1253.JPG,1aff6da2-91f8-11e9-831c-000d3a198845,11,S4,ASG000f8pm,1,0.12,0.0,0.88,0.0,0.0,elephant
S6/J09/J09_R2/S6_J09_R2_IMAG0155,S6/J09/J09_R2/S6_J09_R2_IMAG0155.JPG,2,SER_S6#J09#2#54,2560,1920,False,J09,3,2013-02-15 11:57:43,../data/serengeti/images/S6_J09_R2_IMAG0155.JPG,265cfa2c-91f8-11e9-b768-000d3a198845,11,S6,ASG000zwgq,1,0.69,0.0,0.38,0.03,0.0,elephant
S5/I12/I12_R1/S5_I12_R1_IMAG0042,S5/I12/I12_R1/S5_I12_R1_IMAG0042.JPG,1,SER_S5#I12#1#13,2048,1536,False,I12,3,2012-06-01 12:45:50,../data/serengeti/images/S5_I12_R1_IMAG0042.JPG,218de5d7-91f8-11e9-94a8-000d3a198845,11,S5,ASG000qbq4,1,0.9,0.0,0.0,0.0,0.0,elephant
S4/M06/M06_R1/S4_M06_R1_IMAG0228,S4/M06/M06_R1/S4_M06_R1_IMAG0228.JPG,1,SER_S4#M06#1#86,2048,1536,False,M06,3,2012-02-27 13:19:43,../data/serengeti/images/S4_M06_R1_IMAG0228.JPG,1d7fd5e2-91f8-11e9-8574-000d3a198845,11,S4,ASG000bnud,2,0.74,0.0,0.19,0.0,0.0,elephant
S4/H11/H11_R2/S4_H11_R2_IMAG0028,S4/H11/H11_R2/S4_H11_R2_IMAG0028.JPG,3,SER_S4#H11#2#10,2048,1536,False,H11,3,2012-03-17 08:12:25,../data/serengeti/images/S4_H11_R2_IMAG0028.JPG,1c979a5b-91f8-11e9-958f-000d3a198845,11,S4,ASG000dpvq,2,0.62,0.07,0.34,0.0,0.0,elephant
S6/B10/B10_R1/S6_B10_R1_IMAG0187,S6/B10/B10_R1/S6_B10_R1_IMAG0187.JPG,1,SER_S6#B10#1#79,2048,1536,False,B10,1,2012-12-23 05:44:36,../data/serengeti/images/S6_B10_R1_IMAG0187.JPG,24d659cb-91f8-11e9-852c-000d3a198845,11,S6,ASG000y4ap,1,0.68,0.0,0.32,0.0,0.05,elephant
S6/K03/K03_R2/S6_K03_R2_IMAG0083,S6/K03/K03_R2/S6_K03_R2_IMAG0083.JPG,1,SER_S6#K03#2#29,2048,1536,False,K03,3,2013-01-27 17:12:35,../data/serengeti/images/S6_K03_R2_IMAG0083.JPG,266e8606-91f8-11e9-a018-000d3a198845,11,S6,ASG000zzc6,1,0.07,0.0,0.9,0.0,0.21,elephant
S3/B05/B05_R11/S3_B05_R11_IMAG0054,S3/B05/B05_R11/S3_B05_R11_IMAG0054.JPG,2,SER_S3#B05#11#26,2048,1536,False,B05,3,2011-09-17 06:32:05,../data/serengeti/images/S3_B05_R11_IMAG0054.JPG,180120a2-91f8-11e9-81eb-000d3a198845,11,S3,ASG0007w8i,4,0.17,0.0,1.0,0.0,0.67,elephant
S4/N06/N06_R1/S4_N06_R1_IMAG1665,S4/N06/N06_R1/S4_N06_R1_IMAG1665.JPG,3,SER_S4#N06#1#577,2048,1536,False,N06,3,2012-03-19 08:59:53,../data/serengeti/images/S4_N06_R1_IMAG1665.JPG,1daba1eb-91f8-11e9-b612-000d3a198845,11,S4,ASG000cz7g,1,0.0,0.0,1.0,0.0,0.0,elephant
S5/H03/H03_R2/S5_H03_R2_IMAG0849,S5/H03/H03_R2/S5_H03_R2_IMAG0849.JPG,1,SER_S5#H03#2#383,2048,1536,False,H03,3,2012-09-18 10:10:14,../data/serengeti/images/S5_H03_R2_IMAG0849.JPG,20ffd636-91f8-11e9-8153-000d3a198845,11,S5,ASG000pnnl,1,0.2,0.0,0.8,0.0,0.0,elephant
S6/F08/F08_R2/S6_F08_R2_IMAG0212,S6/F08/F08_R2/S6_F08_R2_IMAG0212.JPG,3,SER_S6#F08#2#74,2048,1536,False,F08,3,2013-01-07 11:49:29,../data/serengeti/images/S6_F08_R2_IMAG0212.JPG,25b5be38-91f8-11e9-b1fa-000d3a198845,11,S6,ASG000z4uq,5,0.75,0.0,0.14,0.07,0.23,elephant
S5/K10/K10_R2/S5_K10_R2_IMAG1619,S5/K10/K10_R2/S5_K10_R2_IMAG1619.JPG,3,SER_S5#K10#2#559,2048,1536,False,K10,3,2012-10-13 14:38:24,../data/serengeti/images/S5_K10_R2_IMAG1619.JPG,2201dd23-91f8-11e9-b39d-000d3a198845,11,S5,ASG000qvue,1,0.5,0.0,0.5,0.0,0.0,elephant
S1/O05/O05_R1/S1_O05_R1_PICT5646,S1/O05/O05_R1/S1_O05_R1_PICT5646.JPG,2,SER_S1#O05#1#1698,2048,1536,False,O05,3,2010-09-23 13:09:24,../data/serengeti/images/S1_O05_R1_PICT5646.JPG,1329f732-91f8-11e9-8b8b-000d3a198845,11,S1,ASG00020rh,4,0.65,0.1,0.55,0.0,0.45,elephant
S6/F06/F06_R2/S6_F06_R2_IMAG0071,S6/F06/F06_R2/S6_F06_R2_IMAG0071.JPG,3,SER_S6#F06#2#25,2048,1536,False,F06,3,2013-03-03 12:05:58,../data/serengeti/images/S6_F06_R2_IMAG0071.JPG,25afa18e-91f8-11e9-9337-000d3a198845,11,S6,ASG000z3te,1,1.0,0.0,0.04,0.04,0.0,elephant
S2/C03/C03_R2/S2_C03_R2_IMAG0089,S2/C03/C03_R2/S2_C03_R2_IMAG0089.JPG,1,SER_S2#C03#2#49,2048,1536,False,C03,3,2011-04-09 18:11:42,../data/serengeti/images/S2_C03_R2_IMAG0089.JPG,13ee09af-91f8-11e9-9c69-000d3a198845,11,S2,ASG0003kax,2,0.92,0.0,0.0,0.0,0.0,elephant
S5/O09/O09_R2/S5_O09_R2_IMAG2233,S5/O09/O09_R2/S5_O09_R2_IMAG2233.JPG,1,SER_S5#O09#2#813,2048,1536,False,O09,3,2012-10-24 13:28:03,../data/serengeti/images/S5_O09_R2_IMAG2233.JPG,23370048-91f8-11e9-a1c9-000d3a198845,11,S5,ASG000s9ud,8,0.3,0.0,1.0,0.0,0.9,elephant
S5/L03/L03_R1/S5_L03_R1_IMAG0209,S5/L03/L03_R1/S5_L03_R1_IMAG0209.JPG,1,SER_S5#L03#1#101,2048,1536,False,L03,3,2012-07-27 13:35:12,../data/serengeti/images/S5_L03_R1_IMAG0209.JPG,221b3018-91f8-11e9-b16a-000d3a198845,11,S5,ASG000qztc,1,0.88,0.0,0.12,0.0,0.0,elephant
S4/O10/O10_R1/S4_O10_R1_IMAG0239,S4/O10/O10_R1/S4_O10_R1_IMAG0239.JPG,1,SER_S4#O10#1#85,2048,1536,False,O10,3,2012-02-22 14:14:58,../data/serengeti/images/S4_O10_R1_IMAG0239.JPG,1de48cb2-91f8-11e9-9811-000d3a198845,11,S4,ASG000dfpb,1,1.0,0.0,0.0,0.0,0.0,elephant
S2/I07/I07_R1/S2_I07_R1_PICT0150,S2/I07/I07_R1/S2_I07_R1_PICT0150.JPG,2,SER_S2#I07#1#51,2048,1536,False,I07,3,2011-03-01 12:08:01,../data/serengeti/images/S2_I07_R1_PICT0150.JPG,1600e511-91f8-11e9-8522-000d3a198845,11,S2,ASG0005t4c,1,0.83,0.0,0.17,0.0,0.08,elephant
S5/I12/I12_R2/S5_I12_R2_IMAG1282,S5/I12/I12_R2/S5_I12_R2_IMAG1282.JPG,1,SER_S5#I12#2#444,2048,1536,False,I12,3,2012-09-28 12:49:01,../data/serengeti/images/S5_I12_R2_IMAG1282.JPG,2190cba5-91f8-11e9-b99a-000d3a198845,11,S5,ASG000qc85,1,1.0,0.0,0.0,0.0,0.0,elephant
S3/E05/E05_R11/S3_E05_R11_IMAG0283,S3/E05/E05_R11/S3_E05_R11_IMAG0283.JPG,1,SER_S3#E05#11#139,2048,1536,False,E05,1,2011-09-22 19:11:44,../data/serengeti/images/S3_E05_R11_IMAG0283.JPG,187826c9-91f8-11e9-9435-000d3a198845,11,S3,ASG0007zox,4,0.93,0.0,0.0,0.14,0.71,elephant
S5/E05/E05_R1/S5_E05_R1_IMAG0245,S5/E05/E05_R1/S5_E05_R1_IMAG0245.JPG,1,SER_S5#E05#1#119,2048,1536,False,E05,3,2012-05-27 15:59:00,../data/serengeti/images/S5_E05_R1_IMAG0245.JPG,2026168c-91f8-11e9-b4c1-000d3a198845,11,S5,ASG000oj96,1,0.1,0.0,0.9,0.0,0.0,elephant
